Authors;Title;Year;Journal;Volume;Issue;Cited by;DOI;Link;Affiliations;Language of Original Document;Document Type;Publication Stage;Open Access;Source
"Rahman A.; Choudhury P.; Talukdar N.R.";Assessing Essential Trace Elements in Cave Nectar Bat (Eonycteris spelaea): A Study in Barak Valley of Assam, India;2019;Biological Trace Element Research;188;2;2;10.1007/s12011-018-1431-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049951400&doi=10.1007%2fs12011-018-1431-x&partnerID=40&md5=70326a6628f6e2231bf33eee04c8afac;Wildlife Research and Conservation Laboratory, Department of Ecology and Environmental Science, Assam University, Silchar, 788011, Assam, India;English;Article;Final;;Scopus
"Andersen L.W.; Dirksen R.; Nikulina E.A.; Baagøe H.J.; Petersons G.; Estók P.; Orlov O.L.; Orlova M.V.; Gloza-Rausch F.; Göttsche M.; Fjederholt E.T.; Krüger F.; Elmeros M.";Conservation genetics of the pond bat (Myotis dasycneme) with special focus on the populations in northwestern Germany and in Jutland, Denmark;2019;Ecology and Evolution;9;9;3;10.1002/ece3.5119;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065483807&doi=10.1002%2fece3.5119&partnerID=40&md5=74b58284e55e90364b93d4857103b11f;"Department of Bioscience, Kalø, Aarhus University, Grenå, Denmark; Population Genetics Group, Department of Biology, Zoological Institute, Christian-Albrechts University of Kiel, Kiel, Germany; Centre for Baltic and Scandinavian Archaeology (ZBSA), Schleswig-Holstein State Museums Foundation, Schleswig, Germany; Natural History Museum of Denmark, Copenhagen, Denmark; Faculty of Veterinary Medicine, Latvia University of Life Sciences and Technologies, Jelgava, Latvia; Eszterházy Károly University, Eger, Hungary; International Complex Research Laboratory for Study of Climate Change, Land Use and Biodiversity, University of Tyumen, Tyumen, Russian Federation; Department of Biochemistry, Ural State Medical University, Ekaterinburg, Russian Federation; Laboratory of Biodiversity Monitoring, National Research Tomsk State University, Tomsk, Russian Federation; Noctalis Fledermaus-Zentrum GmbH, Bad Segeberg, Germany; Faunistisch- Ökologische Arbeitsgemeinschaft, AG Wirbeltiere, Christian-Albrechts-Universität Kiel, Kiel, Germany; Myotis v. Esben T. Fjederholt, Vester Skerninge, Denmark; Hamann & Schulte Umweltplanung, Gelsenkirchen, Germany";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Li Y.; Wang X.; Wang F.; You L.; Xu P.; Cao Y.; Chen L.; Wen J.; Guo X.; Cui X.; Ji C.";Identification of intracellular peptides associated with thermogenesis in human brown adipocytes;2019;Journal of Cellular Physiology;234;5;12;10.1002/jcp.27465;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055938517&doi=10.1002%2fjcp.27465&partnerID=40&md5=f6425915f4c1febae49db688078302e8;Nanjing Maternal and Child Health Institute, Women's Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital), Nanjing, China;English;Article;Final;;Scopus
"Khalid R.; Javaid N.; Rahim M.H.; Aslam S.; Sher A.";Fuzzy energy management controller and scheduler for smart homes;2019;Sustainable Computing: Informatics and Systems;21;;95;10.1016/j.suscom.2018.11.010;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058182488&doi=10.1016%2fj.suscom.2018.11.010&partnerID=40&md5=81fdf0568e118af04a8f4ee78fd930ab;COMSATS University Islamabad, Islamabad, 44000, Pakistan;English;Article;Final;;Scopus
"Mustika I.W.; Fath N.; Sulistyo S.; Yamamoto K.; Murata H.";A novel radio resource optimization scheme in closed access femtocell networks based on bat algorithm;2019;IEICE Transactions on Communications;;4;1;10.1587/transcom.2018SEI0002;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064003207&doi=10.1587%2ftranscom.2018SEI0002&partnerID=40&md5=73edb94463c14d541d57d53c8ff4fa21;"Department of Electrical Engineering and Information Technology, Universitas Gadjah Mada, Jln. Grafika 2, Kampus UGM, 55821, Indonesia; Faculty of Engineering, Universitas Budi Luhur, 12260, Indonesia; Graduate School of Informatics, Kyoto University, Kyoto-shi, 606-8501, Japan";English;Article;Final;"All Open Access; Bronze Open Access";Scopus
"Lipunov V.M.; Gorbovsky E.S.; Kornilov V.G.; Tyurina N.V.; Vladimirov V.V.; Kuznetsov A.S.; Balanutsa P.V.; Zimnukhov D.S.; Chazov V.V.; Vlasenko D.M.; Tlatov A.G.; Senik V.A.; Ershova O.A.; Gress O.A.; Budnev N.M.; Yazev S.A.; Chvalaev O.V.; Poleshchuk V.A.; Ishmukhametova Yu.V.; Yurkov V.V.; Gabovich A.V.; Sergienko Yu.P.; Podesta R.; Lopez C.; Podesta F.; Levato H.; Lopez R.R.; Serra-Ricart M.; Lodieu N.; Israelian G.; Suarez-Andres L.; Buckley D.";"Early optical observations of seven gamma-ray bursts in comparison to their gamma X-ray characteristics in the MSU Master Global robotic Telescopes Net; [РАННИЕ ОПТИЧЕСКИЕ НАБЛЮДЕНИЯ СЕМИ ГАММА-ВСПЛЕСКОВ В СРАВНЕНИИ С ИХ ГАММА-РЕНТГЕНОВСКИМИ ХАРАКТЕРИСТИКАМИ НА ГЛОБАЛЬНОЙ СЕТИ ТЕЛЕСКОПОВ-РОБОТОВ МГУ МАСТЕР]";2019;Geodynamics and Tectonophysics;10;3;0;10.5800/GT-2019-10-3-0431;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076602750&doi=10.5800%2fGT-2019-10-3-0431&partnerID=40&md5=3451611dd04cc15873a6326bc23cf35b;"P.K. Sternberg State Astronomical Institute of M.V. Lomonosov Moscow State University, 13 Universitetsky Ave., Moscow, 119234, Russian Federation; Kislovodsk Mountain Astronomical Station of Pulkovo Astronomical Observatory of RAS, 100 Gagarin street, Kislovodsk, 357700, Russian Federation; Astronomical Observatory of Irkutsk State University, 119А Sovetskaya street, Irkutsk, 664009, Russian Federation; Applied Physics Institute of Irkutsk State University, 20 Gagarin boulevard, Irkutsk, 664003, Russian Federation; Irkutsk State University, Physics Faculty, 20 Gagarin Boulevard, Irkutsk, 664003, Russian Federation; Institute of Solar-Terrestrial Physics, Siberian Branch of RAS, 126A Lermontov street, Irkutsk, 664033, Russian Federation; Blagoveshchensk State Pedagogical University, 104 Lenin street, Blagoveshchensk, 675000, Russian Federation; Observatorio Astronmico Félix Aguilar, Universidad Nacional de San Juan av, Benavídez 8175 –Oeste- Chimbas, San Juan, 5413, Argentina; Instituto de Ciencias Astronómicas, de la Tierra y del Espacio, Av. España Sur 1512, San Juan, J5402DSP, Argentina; Instituto de Astrofísica de Canarias, C/ Vía Láctea, s/n, La Laguna (Tenerife), E38205, Spain; South African Astronomical Observatory, P.O. Box 25, Sutherland, 6920, South Africa";Russian;Article;Final;"All Open Access; Gold Open Access";Scopus
"Mehdizadeh R.; Akmali V.; Sharifi M.";Mitochondrial DNA marker (D-loop) reveals high genetic diversity but low population structure in the pale bent-wing bat (Miniopterus pallidus) in Iran;2019;Mitochondrial DNA Part A: DNA Mapping, Sequencing, and Analysis;30;3;7;10.1080/24701394.2018.1538365;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059100512&doi=10.1080%2f24701394.2018.1538365&partnerID=40&md5=f4b151df169547d3fdb0ba373173e9fc;Department of Biology, Faculty of Science, Razi University, Kermanshah, Iran;English;Article;Final;;Scopus
"Patil R.; Dudeja H.; Modi C.";Designing an efficient security framework for detecting intrusions in virtual network of cloud computing;2019;Computers and Security;85;;79;10.1016/j.cose.2019.05.016;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066433624&doi=10.1016%2fj.cose.2019.05.016&partnerID=40&md5=0e95a9992fc6c157826d4bdba53c6413;National Institute of Technology Goa Ponda, Goa, 403401, India;English;Article;Final;;Scopus
"Khan Z.A.; Butt A.A.; Alghamdi T.A.; Fatima A.; Akbar M.; Ramzan M.; Javaid N.";Energy Management in Smart Sectors Using Fog Based Environment and Meta-Heuristic Algorithms;2019;IEEE Access;7;;21;10.1109/ACCESS.2019.2949863;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078063712&doi=10.1109%2fACCESS.2019.2949863&partnerID=40&md5=1552f76530442caebe4a9196ed2b4d92;"Computer Information Science Division, Higher Colleges of Technology, Fujairah, 4114, United Arab Emirates; Department of Computer Science, COMSATS University Islamabad, Islamabad, 44000, Pakistan; Department of Computer Science, College of Computer and Information Systems, Umm Al-Qura University, Makkah, 11692, Saudi Arabia; Department of Computer Science and IT, University of Sargodha, Sargodha, 40100, Pakistan; School of Systems and Technology, University of Management and Technology, Lahore, 54000, Pakistan";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Wirawati V.; Widiati N.D.A.; Gunawan G.; Saragih G.R.; Hening P.; Wihadmadyatami H.";The distribution of serotonergic nerve on the hippocampus of the fruit bats (Rousettus amplexicaudatus);2019;Veterinary World;12;9;2;10.14202/vetworld.2019.1460-1466;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072753845&doi=10.14202%2fvetworld.2019.1460-1466&partnerID=40&md5=63a540a40eae776f56467a8f3ddfaed1;"Department of Anatomy, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Integrated Laboratory for Research and Testing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Çoraman E.; Dietz C.; Hempel E.; Ghazaryan A.; Levin E.; Presetnik P.; Zagmajster M.; Mayer F.";Reticulate evolutionary history of a Western Palaearctic Bat Complex explained by multiple mtDNA introgressions in secondary contacts;2019;Journal of Biogeography;46;2;24;10.1111/jbi.13509;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060814627&doi=10.1111%2fjbi.13509&partnerID=40&md5=b09879beb73a8083c866024c73e9bc46;"Museum für Naturkunde, Leibniz-Institut für Evolutions- und Biodiversitätsforschung, Berlin, Germany; Natural Science Collection, Martin-Luther-University Halle-Wittenberg, Halle (Saale), Germany; Institute of Environmental Sciences, Boğaziçi University, Istanbul, Turkey; Biologische Gutachten Dietz, Haigerloch, Germany; Institute of Biochemistry and Biology, University of Potsdam, Potsdam, Germany; Department of Zoology, Yerevan State University, Yerevan, Armenia; School of Zoology, Tel Aviv University, Tel Aviv, Israel; Centre for Cartography of Fauna and Flora, Miklavž na Dravskem polju, Slovenia; SubBioLab, Department of Biology, Biotechnical Faculty, University of Ljubljana, Ljubljana, Slovenia; Berlin-Brandenburg Institute of Advanced Biodiversity Research (BBIB), Berlin, Germany";English;Article;Final;"All Open Access; Green Open Access";Scopus
"Qi Y.; Hou P.; Yang L.; Yang G.";Simultaneous optimisation of cable connection schemes and capacity for offshore wind farms via a modified bat algorithm;2019;Applied Sciences (Switzerland);9;2;23;10.3390/app9020265;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059974355&doi=10.3390%2fapp9020265&partnerID=40&md5=1d00d8d60e1dddb824a25959f1aa0292;"University of Electronic Science and Technology of China, Zhongshan Institute, Zhongshan, 528402, China; Technical University of Denmark, Lyngby, 2800, Denmark";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Ehteram M.; Afan H.A.; Dianatikhah M.; Ahmed A.N.; Fai C.M.; Hossain M.S.; Allawi M.F.; Elshafie A.";Assessing the predictability of an improved ANFIS model for monthly streamflow using lagged climate indices as predictors;2019;Water (Switzerland);11;6;48;10.3390/w11061130;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068820599&doi=10.3390%2fw11061130&partnerID=40&md5=288d2e4a95654283b20d9205375f6f1f;"Department ofWater Engineering and Hydraulic Structures, Faculty of Civil Engineering, Semnan University, Semnan, 35131-19111, Iran; Department of Civil Engineering, Faculty of Engineering, University Malaya, Kuala Lumpur, 50603, Malaysia; Institute of Energy Infrastructure (IEI), Universiti Tenaga Nasional, Selangor, 43000, Malaysia; School of Energy, Geoscience, Infrastructure and Society, Department of Civil Engineering, Heriot-Watt University, Putrajaya, 62200, Malaysia; Civil and Structural Engineering Department, Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, Selangor, 43600, Malaysia";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Nguyen T.-T.; Pan J.-S.; Dao T.-K.";A novel improved bat algorithm based on hybrid parallel and compact for balancing an energy consumption problem;2019;Information (Switzerland);10;6;33;10.3390/info10060194;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067479068&doi=10.3390%2finfo10060194&partnerID=40&md5=1837dca0802a848d8f907c2b385f4eae;"Fujian Provincial Key Laboratory of Big Data Mining and Applications, Fujian University of Technology, Fuzhou, 350014, China; Department of Information Technology, University of Manage and Technology, Haiphong, 180000, Viet Nam; College of Computer Science and Engineering, Shandong University of Science and Technology, Qingdao, 266510, China; College of Informatics, Chaoyang University of Science and Technology, Taichung, 413, Taiwan";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Sun W.; Wang C.";Staged icing forecasting of power transmission lines based on icing cycle and improved extreme learning machine;2019;Journal of Cleaner Production;208;;38;10.1016/j.jclepro.2018.10.197;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056199680&doi=10.1016%2fj.jclepro.2018.10.197&partnerID=40&md5=f716780e0a48b56ff0c18a25af7d33b8;Department of Business Administration, North China Electric Power University, 689 Huadian Road, Baoding, 071000, China;English;Article;Final;;Scopus
"Zhou J.; Xu X.; Huo X.; Li Y.";Forecasting models for wind power using extreme-point symmetric mode decomposition and artificial neural networks;2019;Sustainability (Switzerland);11;3;21;10.3390/su11030650;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060652111&doi=10.3390%2fsu11030650&partnerID=40&md5=ffe325bca482b65856c2a908f790d1a1;Department of Economics and Management, North China Electric Power University, 689 Huadian Road, Baoding, 071000, China;English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Dandurand G.; Duranthon F.; Jarry M.; Stratford D.J.; Bruxelles L.";Biogenic corrosion caused by bats in Drotsky's Cave (the Gcwihaba Hills, NW Botswana);2019;Geomorphology;327;;13;10.1016/j.geomorph.2018.10.027;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056647031&doi=10.1016%2fj.geomorph.2018.10.027&partnerID=40&md5=4003a06292ab652128bf93e05d800d24;"Inrap et TRACES, UMR 5608 du CNRS, 122 rue de la Bugellerie, Zone République 3, Poitiers, 86000, France; Museum of Toulouse et AMIS, UMR 5288 du CNRS, 35 allées Jules Guesde, Toulouse, 31000, France; Inrap et TRACES UMR 5608 du CNRS, 13 rue du Négoce, Saint-Orens-de-Gameville, 31650, France; University of the Witwatersrand (Johannesburg), 62 Juta Street, Braamfontein, Johannesburg, 2191, South Africa; Inrap, Institut Français d'Afrique du Sud, USR 3336 et GAES, University of the Witwatersrand (Johannesburg), 62 Juta Street, Braamfontein, Johannesburg, 2191, South Africa";English;Article;Final;;Scopus
"Arya A.K.; Kumar A.; Chanana S.";Analysis of Distribution System with D-STATCOM by Gravitational Search Algorithm (GSA);2019;Journal of The Institution of Engineers (India): Series B;100;3;30;10.1007/s40031-019-00383-2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067211940&doi=10.1007%2fs40031-019-00383-2&partnerID=40&md5=e655740da3914c8161cb8f120b0af4a3;National Institute of Technology, Kurukshetra, Haryana, India;English;Article;Final;;Scopus
"Xu J.-H.; Ji J.-Z.; Yang C.-C.";"Functional modules detection based on bat algorithm in protein-protein interaction networks; [基于蝙蝠算法的蛋白质网络功能模块检测]";2019;Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science);53;8;0;10.3785/j.issn.1008-973X.2019.08.021;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072899647&doi=10.3785%2fj.issn.1008-973X.2019.08.021&partnerID=40&md5=574dd23f05286eafae87596ba6ab38bc;Beijing Municipal Key Laboratory of Multimedia and Intelligent Software Technology, Beijing University of Technology, Beijing, 100124, China;Chinese;Article;Final;;Scopus
"Swayamsiddha S.; Prateek; Singh S.S.; Parija S.; Pratihar D.K.";Reporting cell planning-based cellular mobility management using a Binary Artificial Bat algorithm;2019;Heliyon;5;3;11;10.1016/j.heliyon.2019.e01276;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062221692&doi=10.1016%2fj.heliyon.2019.e01276&partnerID=40&md5=efa05ba6758059cfb6b4ce02cdabfd53;"Indian Institute of Technology, Kharagpur, India; Kalinga Institute of Industrial Technology, Bhubaneswar, India; National Institute of Technology, Rourkela, India";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Bhagyalakshmi V.; Pujeri R.V.; Devanagavi G.D.";Energy-aware multi-path transmission of ECG signals for the classification of arrhythmia in wireless sensor network;2019;International Journal of Nano and Biomaterials;8;3-4;2;10.1504/ijnbm.2019.104940;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079496384&doi=10.1504%2fijnbm.2019.104940&partnerID=40&md5=af775493009387599e4d6f2222dd7bfb;"REVA University, Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bengaluru, Karnataka, 560064, India; MIT-ADT University, Rajbaug, Loni Kalbhor, Pune, Maharashtra, 412201, India";English;Article;Final;;Scopus
"Tolba A.; Elashkar E.";Soft computing approaches based bookmark selection and clustering techniques for social tagging systems;2019;Cluster Computing;22;;28;10.1007/s10586-018-2014-5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042131371&doi=10.1007%2fs10586-018-2014-5&partnerID=40&md5=9991677699070e51cc89fbcd0f56b249;"Computer Science Department, Community College, King Saud University, Riyadh, 11437, Saudi Arabia; Administrative Sciences Department, Community College, King Saud University, Riyadh, 11437, Saudi Arabia; Mathematics and Computer Science Department, Faculty of Science, Menoufia University, Shebin El-Kom, 32511, Egypt; Applied Statistics Department, Faculty of Commerce, Mansoura University, Mansoura, 35516, Egypt";English;Article;Final;;Scopus
"Sureshkumar K.; Ponnusamy V.";Power flow management in micro grid through renewable energy sources using a hybrid modified dragonfly algorithm with bat search algorithm;2019;Energy;181;;58;10.1016/j.energy.2019.06.029;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067254025&doi=10.1016%2fj.energy.2019.06.029&partnerID=40&md5=46b4d3858b561a000783c4b931e63dea;"Department of EEE, Velammal Engineering College, Chennai, Tamilnadu, India; Karpagam College of Engineering, Coimbatore, Tamilnadu, India";English;Article;Final;;Scopus
"Kandhway P.; Bhandari A.K.";A Water Cycle Algorithm-Based Multilevel Thresholding System for Color Image Segmentation Using Masi Entropy;2019;Circuits, Systems, and Signal Processing;38;7;38;10.1007/s00034-018-0993-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067258746&doi=10.1007%2fs00034-018-0993-3&partnerID=40&md5=3f8683b12a19849aaa351bedcf546781;Department of Electronics and Communication Engineering, National Institute of Technology Patna, Patna, 800005, India;English;Article;Final;;Scopus
"Klyuyeva A.; Tuganova A.; Kedishvili N.; Popov K.M.";Tissue-specific kinase expression and activity regulate flux through the pyruvate dehydrogenase complex;2019;Journal of Biological Chemistry;294;3;34;10.1074/jbc.RA118.006433;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059677233&doi=10.1074%2fjbc.RA118.006433&partnerID=40&md5=f432faa04181951516454500ccf6d94d;"Department of Biochemistry and Molecular Genetics, Schools of Medicine and Dentistry, University of Alabama at Birmingham, Birmingham, 35294, AL, United States; Avanti Polar Lipids, Inc., 700 Industrial Park Dr., Alabaster, 35007, AL, United States; Dept. of Biochemistry and Molecular Genetics, Schools of Medicine and Dentistry, University of Alabama at Birmingham, KAUL 440A, 720 20th St. S., Birmingham, 35294-0024, AL, United States";English;Article;Final;"All Open Access; Green Open Access";Scopus
"Springer E.; Frazier S.B.; Arnold D.H.; Vukovic A.A.";External validation of a clinical prediction rule for very low risk pediatric blunt abdominal trauma;2019;American Journal of Emergency Medicine;37;9;16;10.1016/j.ajem.2018.11.031;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057260639&doi=10.1016%2fj.ajem.2018.11.031&partnerID=40&md5=a8496e6553c0c568e4c8cd5735d2e93f;"Department of Pediatrics, Division of Pediatric Emergency Medicine, Vanderbilt University Medical Center, 2200 Children's Way Suite 1025, Nashville, 37232, TN, United States; Department of Pediatrics, Division of Pulmonary Medicine and the Center for Asthma Research, Vanderbilt University School of Medicine, 2200 Children's Way, Nashville, 37232, TN, United States";English;Article;Final;;Scopus
"Khan A.; Hussain S.Q.; Waleed M.; Khan A.; Khan U.";An automated snick detection and classification scheme as a cricket decision review system;2019;Turkish Journal of Electrical Engineering and Computer Sciences;27;6;1;10.3906/ELK-1901-166;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076681743&doi=10.3906%2fELK-1901-166&partnerID=40&md5=65204eae7f43d321016fe0a443927f96;"Department of Computer Systems Engineering, University of Engineering and Technology, Peshawar, Pakistan; Department of Mechanical Engineering, University of Engineering and Technology, Peshawar, Pakistan; Department of Computer Science, COMSATS Attock, Attock, Pakistan";English;Article;Final;"All Open Access; Bronze Open Access";Scopus
"Sun J.; Gu Q.; Zheng T.; Dong P.; Qin Y.";Joint communication and computing resource allocation in vehicular edge computing;2019;International Journal of Distributed Sensor Networks;15;3;42;10.1177/1550147719837859;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063632550&doi=10.1177%2f1550147719837859&partnerID=40&md5=9c3f45f243f66fe6ff92538faa7fed8e;"School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China; University of Science and Technology Beijing, Beijing, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Budinski I.; Jovanović V.M.; Pejić B.; Blagojević J.; Rajičić M.; Paunović M.; Presetnik P.; Vujošević M.";Mitochondrial phylogeography of the mediterranean horseshoe bat on the balkan peninsula;2019;Archives of Biological Sciences;71;4;2;10.2298/ABS190529059B;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083337903&doi=10.2298%2fABS190529059B&partnerID=40&md5=b722f057e0661a3769da5309654a8aa8;"Department of Genetic Research, Institute for Biological Research Siniša Stanković, National Institute of Republic of Serbia, University of Belgrade, Bulevar despota Stefana 142, Belgrade, 11060, Serbia; Department of Biological Collections, Natural History Museum, Njegoševa 51, Belgrade, 11000, Serbia; Centre for Cartography of Fauna and Flora, Ljubljana Office, Tacenska cesta 20, Ljubljana, 1210, Slovenia";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Wang J.; Li Y.";An innovative hybrid approach for multi-step ahead wind speed prediction;2019;Applied Soft Computing Journal;78;;35;10.1016/j.asoc.2019.02.034;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062429933&doi=10.1016%2fj.asoc.2019.02.034&partnerID=40&md5=0282deb3bb9424569a17f202bb4c8524;"Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters, School of Management Science and Engineering, Nanjing University of Information Science and Technology, Nanjing, 210044, China; College of Mathematics and Statistics, Nanjing University of Information Science and Technology, Nanjing, 210044, China";English;Article;Final;;Scopus
"Velliangiri S.; Premalatha J.";Intrusion detection of distributed denial of service attack in cloud;2019;Cluster Computing;22;;34;10.1007/s10586-017-1149-0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028811149&doi=10.1007%2fs10586-017-1149-0&partnerID=40&md5=9203448161ec4110bc48114bc8b93574;"Department of CSE, Sri Venkatesa Perumal College of Engineering and Technology, Puttur, India; Kongu Engineering College, Erode, India";English;Article;Final;;Scopus
"Zhao F.; Hao S.; Zhang Y.; Du S.; Shan B.; Su J.; Jing T.; Zhao T.";"Short-term load forecasting for distribution transformer based on VMD-BA-LSSVM algorithm; [基于变分模态分解-BA-LSSVM算法的配电网短期负荷预测]";2019;Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering;35;14;12;10.11975/j.issn.1002-6819.2019.14.024;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075070451&doi=10.11975%2fj.issn.1002-6819.2019.14.024&partnerID=40&md5=3c55cf1391f0dddc7e1efac70af287b1;"College of Information and Electrical Engineering, China Agricultural University, Beijing, 100083, China; State Grid Beijing Electronic Power Company, Beijing, 100031, China; China State Grid Energy Research Institute, Beijing, 102209, China";Chinese;Article;Final;;Scopus
"Kumar T.P.; Kiranmayi R.";Load frequency control of multi area power system using particle swarm optimization algorithm;2019;Journal of Advanced Research in Dynamical and Control Systems;11;2 Special Issue;0;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073633782&partnerID=40&md5=cf753eef7aa42f16c05efd6d8d59cd96;Dept. of Electrical Electronics Engineering, JNTUACEA, Ananthapuramu, AP, India;English;Article;Final;;Scopus
"Bai W.; Ma J.; Liu Y.; Liang J.; Wu Y.; Yang X.; Xu E.; Li Y.; Xi Y.";Screening of MSI detection loci and their heterogeneity in East Asian colorectal cancer patients;2019;Cancer Medicine;8;5;33;10.1002/cam4.2111;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066412323&doi=10.1002%2fcam4.2111&partnerID=40&md5=50fccf40b5ec852068587b18d020adfe;"Department of Colorectal Surgery, Shanxi Cancer Hospital, Taiyuan, Shanxi, China; Department of General Surgery, Shanxi Cancer Hospital, Taiyuan, Shanxi, China; Department of Oncology, Union hospital, Tongji Medical College, Huazhong University of Science & Technology, Wuhan, China; Graduate School of Shanxi Medical University, Taiyuan, Shanxi, China; Department of Pathology, Shanxi Cancer Hospital, Taiyuan, Shanxi, China; Department of Pathology, Union hospital, Tongji Medical College, Huazhong University of Science & Technology, Wuhan, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Gomathi N.; Karlekar N.P.";Ontology and Hybrid Optimization Based SVNN for Privacy Preserved Medical Data Classification in Cloud;2019;International Journal on Artificial Intelligence Tools;28;3;16;10.1142/S021821301950009X;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066611790&doi=10.1142%2fS021821301950009X&partnerID=40&md5=c93d0bef4283fd36f2925d63268e7274;"Computer Department, Vel Tech Rangarajan Dr. Sagunthala, RandD Institute of Science and Technology, Avadi, Chennai, Tamil Nadu, 600062, India; Vel Tech Rangarajan Dr. Sagunthala RandD Institute of Science and Technology, Avadi, Chennai, Tamil Nadu, 600062, India";English;Article;Final;;Scopus
"Zhu Z.; Sun G.; He C.";An intelligent approach for simultaneously performing material type recognition and case depth prediction in two types of surface-hardened steel rods using a magnetic hysteresis loop;2019;Measurement Science and Technology;30;10;4;10.1088/1361-6501/ab1e7b;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072708220&doi=10.1088%2f1361-6501%2fab1e7b&partnerID=40&md5=44c5e59fa1eb5075d65d1c08d732f76b;"Faculty of Information Technology, Beijing University of Technology, Beijing, 100124, China; College of Mechanical Engineering and Applied Electronics Technology, Beijing University of Technology, Beijing, 100124, China";English;Article;Final;;Scopus
"Carter G.G.; Schino G.; Farine D.";Challenges in assessing the roles of nepotism and reciprocity in cooperation networks;2019;Animal Behaviour;150;;16;10.1016/j.anbehav.2019.01.006;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062235292&doi=10.1016%2fj.anbehav.2019.01.006&partnerID=40&md5=4f2310d316c2d29f560466f8bfdd9d03;"Department of Collective Behaviour, Max Planck Institut Für Ornithologie, Konstanz, Germany; Chair of Biodiversity and Collective Behaviour, Department of Biology, University of Konstanz, Germany; Department of Evolution, Ecology, and Organismal Biology, The Ohio State University, United States; Istituto di Scienze e Tecnologie Della Cognizione, Consiglio Nazionale Delle Ricerche, Rome, Italy";English;Article;Final;"All Open Access; Bronze Open Access";Scopus
